001 ; Лестничная клетка                                                                                                  ;        14,49 ;      16280,0 ;          0,0 ;       3300,0 ;          0,0 ;              ;              ;          0,0 ; Окраска негорючей краской класса КМ0, НГ, моющейся, матовой@Шпатлёвка ж/б плит                                                                ; Окраска негорючей краской класса КМ0, НГ, моющейся, матовой                                                 ; Окраска негорючей краской класса КМ0, НГ, моющейся, матовой                                                 ; Окраска негорючей краской класса КМ0, НГ, моющейся, матовой                                                 ;              ; ЗОНА         ; 0                                                                                            ; ЭО     ; Зоны.АР                                           ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       3410,0 ;        900,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         6,88 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       4500,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;        12,15 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       4500,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;        12,15 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ; 0            ; ОБЪЕКТ       ; Передний план                                                                                ; 0      ; Полы.АР                                           ; Пол            ; I   ;         15,3 ;      15822,0 ; 122 ;            1
123 ; Тамбур                                                                                                             ;         7,91 ;      13022,0 ;       1400,0 ;       2700,0 ;          0,0 ;              ;              ;       2000,0 ; Окраска краской Вд-ва-224 (ГОСТ 28196-89)@Шпатлёвка ж/б плит                                                                                  ; Облицовка керам. плиткой                                                                                    ; Окраска краской ВД-ВА-224 (ГОСТ 28196-89)                                                                   ; Улучшенная окраска краской ВД-ВА-224 (ГОСТ 28196-89)                                                        ;              ; ЗОНА         ; 0                                                                                            ; ПВО    ; Зоны.АР                                           ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        300,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         0,72 ; СТЕНА        ; Колонна АБК                                                                                  ; 0      ; Колонны.КЖ                                        ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        300,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         0,72 ; СТЕНА        ; Колонна АБК                                                                                  ; 0      ; Колонны.КЖ                                        ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        360,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         0,76 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        400,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         0,96 ; СТЕНА        ; Колонна АБК                                                                                  ; 0      ; Колонны.КЖ                                        ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        400,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         0,96 ; СТЕНА        ; Колонна АБК                                                                                  ; 0      ; Колонны.КЖ                                        ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       2350,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         6,34 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       2350,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         6,34 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       3410,0 ;        900,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         6,88 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       3410,0 ;       1380,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         6,12 ; СТЕНА        ; Кирпич 120 существующий                                                                      ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ; 0            ; ОБЪЕКТ       ; Передний план                                                                                ; 0      ; Полы.АР                                           ; Пол            ; I   ;          7,9 ;      11620,0 ; 123 ;            1
124 ; Тамбур                                                                                                             ;         2,88 ;       6840,0 ;          0,0 ;       2700,0 ;          0,0 ;              ;              ;          0,0 ; Окраска краской Вд-ва-224 (ГОСТ 28196-89)@Шпатлёвка ж/б плит                                                                                  ; Облицовка керам. плиткой                                                                                    ; Облицовка керам. плиткой                                                                                    ; Облицовка керам. плиткой                                                                                    ;              ; ЗОНА         ; 0                                                                                            ; П      ; Зоны.АР                                           ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       1500,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         4,05 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       1500,0 ;        800,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         2,12 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       1920,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         5,18 ; СТЕНА        ; Кирпич 120 существующий                                                                      ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       1920,0 ;        800,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         3,25 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ; 0            ; ОБЪЕКТ       ; Передний план                                                                                ; 0      ; Полы.АР                                           ; Пол            ; IV  ;          2,9 ;       6840,0 ; 124 ;            1
125 ; Мужская душевая                                                                                                    ;         5,18 ;       9240,0 ;          0,0 ;       2700,0 ;          0,0 ;              ;              ;          0,0 ; Окраска краской Вд-ва-224 (ГОСТ 28196-89)@Шпатлёвка ж/б плит                                                                                  ; Облицовка керам. плиткой                                                                                    ; Облицовка керам. плиткой                                                                                    ; Облицовка керам. плиткой                                                                                    ;              ; ЗОНА         ; 0                                                                                            ; П      ; Зоны.АР                                           ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        160,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         0,29 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        160,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         0,29 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        900,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         1,62 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        900,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         1,62 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       1920,0 ;        800,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         3,25 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       1920,0 ;        800,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         3,25 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       2700,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         7,29 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       2700,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         7,29 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ; 0            ; ОБЪЕКТ       ; Передний план                                                                                ; 0      ; Полы.АР                                           ; Пол            ; IV  ;          5,2 ;       9240,0 ; 125 ;            1
126 ; Преддушевая                                                                                                        ;         2,75 ;       6700,0 ;          0,0 ;       2700,0 ;          0,0 ;              ;              ;          0,0 ; Окраска краской Вд-ва-224 (ГОСТ 28196-89)@Шпатлёвка ж/б плит                                                                                  ; Облицовка керам. плиткой                                                                                    ; Облицовка керам. плиткой                                                                                    ; Облицовка керам. плиткой                                                                                    ;              ; ЗОНА         ; 0                                                                                            ; П      ; Зоны.АР                                           ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       1430,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         3,86 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       1430,0 ;        800,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         1,93 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       1920,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         5,15 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       1920,0 ;        800,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         3,25 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ; 0            ; ОБЪЕКТ       ; Передний план                                                                                ; 0      ; Полы.АР                                           ; Пол            ; IV  ;          2,7 ;       6700,0 ; 126 ;            1
201 ; Лестничная клетка                                                                                                  ;        17,75 ;      18760,0 ;          0,0 ;       3770,0 ;          0,0 ;              ;              ;          0,0 ; Окраска негорючей краской класса КМ0, НГ, моющейся, матовой@Шпатлёвка ж/б плит                                                                ; Окраска негорючей краской класса КМ0, НГ, моющейся, матовой                                                 ; Окраска негорючей краской класса КМ0, НГ, моющейся, матовой                                                 ; Окраска негорючей краской класса КМ0, НГ, моющейся, матовой                                                 ;              ; ЗОНА         ; 0                                                                                            ; ЭО     ; Зоны.АР                                           ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        195,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         0,41 ; СТЕНА        ; Кирпич 380 штукатурка с 2х сторон                                                            ; 0      ; Стены внутренние кирпич.АР                        ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       2630,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         9,13 ; СТЕНА        ; Кирпич 510 штукатурка с 2х сторон с навесным фасадом                                         ; 0      ; Стены наружные кирпич.АР                          ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       2630,0 ;       1510,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         6,04 ; СТЕНА        ; Кирпич 380 штукатурка с 2х сторон                                                            ; 0      ; Стены внутренние кирпич.АР                        ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       6750,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;        22,27 ; СТЕНА        ; Кирпич 510 штукатурка с 2х сторон с навесным фасадом                                         ; 0      ; Стены наружные кирпич.АР                          ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       6750,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;        22,88 ; СТЕНА        ; Кирпич 380 штукатурка с 2х сторон                                                            ; 0      ; Стены внутренние кирпич.АР                        ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ; 0            ; ОБЪЕКТ       ; Передний план                                                                                ; 0      ; Полы.АР                                           ; Пол            ; II  ;          4,7 ;       8874,0 ; 201 ;            1
