001   ; Техническое подполье                                                ;       492,42 ;     116000,0 ;      16000,0 ;       1600,0 ;          0,0 ;              ;              ;          0,0 ; Окраска водоэмульсионными составами             ; Окраска водоэмульсионными составами ; Окраска водоэмульсионными составами    ; Окраска водоэмульсионными составами ;              ; ЗОНА   ; 0                                                                ; Зоны.АР                    ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       5000,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         7,50 ; СТЕНА  ; Бетон - В25 (стены)                                              ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;      11600,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;        16,24 ; СТЕНА  ; Стена г/б 200 + штукатурка 2х сторон                             ; Перегородки газоблок.АР    ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ; 0            ; ОБЪЕКТ ; Передний план                                                    ; Полы.АР                    ; Пол     ; 1  ;         27,1 ;      27980,0 ; 165   ;            1
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ; 0            ; ОБЪЕКТ ; Подвесная система PRELUDE 24                                     ; Потолки.АР                 ; Потолок ; П7 ;         27,1 ;      27976,0 ; 165   ;            1
166   ; Техническое подполье                                                ;        79,53 ;      55900,0 ;          0,0 ;       1500,0 ;          0,0 ;              ;              ;          0,0 ; Окраска водоэмульсионными составами             ; -----                               ; Окраска водоэмульсионными составами    ; -----                               ;              ; ЗОНА   ; 0                                                                ; Зоны.АР                    ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;        350,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         0,52 ; СТЕНА  ; Стена ж/б 300 + утеплитель 120 (подземный)                       ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       2150,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         3,22 ; СТЕНА  ; Стена ж/б 300 + утеплитель 120 (подземный)                       ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       3050,0 ;        910,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         3,21 ; СТЕНА  ; Стена ж/б 300 + утеплитель 120 (подземный)                       ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       4100,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         6,15 ; СТЕНА  ; Бетон - В25 (стены)                                              ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       5800,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         0,00 ; СТЕНА  ; Бетон - В25 (стены)                                              ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       5800,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         8,70 ; СТЕНА  ; Бетон - В25 (стены)                                              ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       6500,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         9,75 ; СТЕНА  ; Бетон - В25 (стены)                                              ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       6750,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;        10,13 ; СТЕНА  ; Бетон - В25 (стены)                                              ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       6900,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         0,00 ; СТЕНА  ; Бетон - В25 (стены)                                              ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       6900,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;        10,35 ; СТЕНА  ; Бетон - В25 (стены)                                              ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       7000,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;        10,50 ; СТЕНА  ; Бетон - В25 (стены)                                              ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;      11600,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;        16,24 ; СТЕНА  ; Стена г/б 200 + штукатурка 2х сторон                             ; Перегородки газоблок.АР    ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ; 0            ; ОБЪЕКТ ; Передний план                                                    ; Полы.АР                    ; Пол     ; 1  ;         79,5 ;      55892,0 ; 166   ;            1
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ; 0            ; ОБЪЕКТ ; Подвесная система PRELUDE 24                                     ; Потолки.АР                 ; Потолок ; П7 ;         79,5 ;      55894,0 ; 166   ;            1
167   ; Тепловой пункт                                                      ;        40,25 ;      25400,0 ;          0,0 ;       2000,0 ;          0,0 ;              ;              ;          0,0 ; Окраска водоэмульсионными составами             ; -----                               ; Окраска водоэмульсионными составами    ; -----                               ;              ; ЗОНА   ; 0                                                                ; Зоны.АР                    ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       1000,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         2,00 ; СТЕНА  ; Стена ж/б 300 + утеплитель 120 (подземный)                       ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       1600,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         3,20 ; СТЕНА  ; Стена ж/б 300 + утеплитель 120 (подземный)                       ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       3450,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         6,70 ; СТЕНА  ; Стена ж/б 300 + утеплитель 120 (подземный)                       ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       6050,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;        12,10 ; СТЕНА  ; Бетон - В25 (стены)                                              ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       6500,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;        13,00 ; СТЕНА  ; Бетон - В25 (стены)                                              ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       6600,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;        13,20 ; СТЕНА  ; Стена ж/б 300 + утеплитель 120 (подземный)                       ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ; 0            ; ОБЪЕКТ ; Передний план                                                    ; Полы.АР                    ; Пол     ; 2  ;         40,2 ;      25398,0 ; 167   ;            1
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ; 0            ; ОБЪЕКТ ; Передний план                                                    ; Потолки.АР                 ; Потолок ; П7 ;         37,1 ;      25814,0 ; 167   ;            1
168.1 ; Помещение хранения и ремонта мебели                                 ;        20,60 ;      19150,0 ;          0,0 ;       2950,0 ;          0,0 ;              ;              ;          0,0 ; Окраска водоэмульсионными составами             ; -----                               ; Окраска водоэмульсионными составами    ; -----                               ;              ; ЗОНА   ; 0                                                                ; Зоны.АР                    ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;        275,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         0,81 ; СТЕНА  ; Бетон - В25 (стены)                                              ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;        275,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         0,81 ; СТЕНА  ; Файерборд - перегородка C131.1 125 мм                            ; Перегородки ГКЛ.АР         ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       3100,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         5,07 ; СТЕНА  ; Бетон - В25 (стены)                                              ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       3100,0 ;        910,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         7,23 ; СТЕНА  ; Файерборд - перегородка C131.1 125 мм                            ; Перегородки ГКЛ.АР         ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       5100,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;        15,05 ; СТЕНА  ; Бетон - В25 (стены)                                              ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       5425,0 ;        910,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;        14,07 ; СТЕНА  ; Файерборд - перегородка C131.1 125 мм                            ; Перегородки ГКЛ.АР         ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ; 0            ; ОБЪЕКТ ; Передний план                                                    ; Полы.АР                    ; Пол     ; 8  ;         20,6 ;      19147,0 ; 168.1 ;            1
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ; 0            ; ОБЪЕКТ ; Подвесная система PRELUDE 24                                     ; Потолки.АР                 ; Потолок ; П7 ;         20,6 ;      19147,0 ; 168.1 ;            1
168.2 ; Помещение хранения и ремонта мебели                                 ;        31,31 ;      22500,0 ;          0,0 ;       2950,0 ;          0,0 ;              ;              ;          0,0 ; Окраска водоэмульсионными составами             ; -----                               ; Окраска водоэмульсионными составами    ; -----                               ;              ; ЗОНА   ; 0                                                                ; Зоны.АР                    ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       5000,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;        14,75 ; СТЕНА  ; Бетон - В25 (стены)                                              ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       5000,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;        14,75 ; СТЕНА  ; Стена ж/б 300 + утеплитель 120 (подземный)                       ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       6100,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;        13,92 ; СТЕНА  ; Бетон - В25 (стены)                                              ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       6200,0 ;       1820,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;        14,43 ; СТЕНА  ; Файерборд - перегородка C131.1 125 мм                            ; Перегородки ГКЛ.АР         ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ; 0            ; ОБЪЕКТ ; Передний план                                                    ; Полы.АР                    ; Пол     ; 8  ;         31,3 ;      22502,0 ; 168.2 ;            1
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ; 0            ; ОБЪЕКТ ; Подвесная система PRELUDE 24                                     ; Потолки.АР                 ; Потолок ; П7 ;         31,3 ;      22500,0 ; 168.2 ;            1
169   ; Помещение хранения и ремонта мебели                                 ;        21,20 ;      20079,7 ;          0,0 ;       2950,0 ;          0,0 ;              ;              ;          0,0 ; Окраска водоэмульсионными составами             ; -----                               ; Окраска водоэмульсионными составами    ; -----                               ;              ; ЗОНА   ; 0                                                                ; Зоны.АР                    ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;        675,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         1,99 ; СТЕНА  ; Стена ж/б 300 + утеплитель 120 (подземный)                       ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       3014,8 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         8,80 ; СТЕНА  ; Стена ж/б 300 + утеплитель 120 (подземный)                       ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       3064,8 ;        910,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         7,09 ; СТЕНА  ; Файерборд - перегородка C131.1 125 мм                            ; Перегородки ГКЛ.АР         ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       5800,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;        17,11 ; СТЕНА  ; Стена ж/б 300 + утеплитель 120 (подземный)                       ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       6925,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;        20,41 ; СТЕНА  ; Файерборд - перегородка C131.1 125 мм                            ; Перегородки ГКЛ.АР         ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ; 0            ; ОБЪЕКТ ; Передний план                                                    ; Полы.АР                    ; Пол     ; 8  ;         21,2 ;      20078,0 ; 169   ;            1
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ; 0            ; ОБЪЕКТ ; Подвесная система PRELUDE 24                                     ; Потолки.АР                 ; Потолок ; П7 ;         21,2 ;      20078,0 ; 169   ;            1
170   ; Венткамера                                                          ;        39,46 ;      25340,0 ;          0,0 ;       2950,0 ;          0,0 ;              ;              ;          0,0 ; Окраска водоэмульсионными составами             ; -----                               ; Окраска водоэмульсионными составами    ; -----                               ;              ; ЗОНА   ; 0                                                                ; Зоны.АР                    ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;        520,1 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         0,31 ; СТЕНА  ; Кирпич 250 + утеплитель 150 + штукатурка с 2х сторон + вентфасад ; Стены наружные кирпич.АР   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       2450,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         7,23 ; СТЕНА  ; Бетон - В25 (стены)                                              ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       2450,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         7,23 ; СТЕНА  ; Стена ж/б 300 + утеплитель 120 (подземный)                       ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       3420,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         9,73 ; СТЕНА  ; Стена ж/б 300 + утеплитель 120 (подземный)                       ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       3420,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;        10,09 ; СТЕНА  ; Бетон - В25 (стены)                                              ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       6300,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;        18,59 ; СТЕНА  ; Бетон - В25 (стены)                                              ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       6300,0 ;        910,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;        16,70 ; СТЕНА  ; ГКЛВ - перегородка C112 125 мм                                   ; Перегородки ГКЛ.АР         ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ; 0            ; ОБЪЕКТ ; Передний план                                                    ; Полы.АР                    ; Пол     ; 1  ;         39,5 ;      25340,0 ; 170   ;            1
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ; 0            ; ОБЪЕКТ ; Подвесная система PRELUDE 24                                     ; Потолки.АР                 ; Потолок ; П7 ;         39,5 ;      25340,0 ; 170   ;            1
171   ; Лестница                                                            ;        19,84 ;      18900,0 ;          0,0 ;       2800,0 ;          0,0 ;              ;              ;          0,0 ; Окраска водоэмульсионными составами             ; -----                               ; Окраска декоративной краской "Крастон" ; -----                               ;              ; ЗОНА   ; 0                                                                ; Зоны.АР                    ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;         50,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         0,14 ; СТЕНА  ; ГКЛ - перегородка C112 125 мм                                    ; Перегородки ГКЛ.АР         ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;         50,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         0,14 ; СТЕНА  ; Стена г/б 200 + штукатурка 2х сторон                             ; Перегородки газоблок.АР    ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       3100,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         8,68 ; СТЕНА  ; Стена г/б 200 + штукатурка 2х сторон                             ; Перегородки газоблок.АР    ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       3150,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         8,82 ; СТЕНА  ; Стена г/б 200 + штукатурка 2х сторон                             ; Перегородки газоблок.АР    ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       6300,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;        17,64 ; СТЕНА  ; Стена ж/б 300 + утеплитель 200 + н/фасад                         ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       6300,0 ;       1350,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;        13,44 ; СТЕНА  ; Стена г/б 200 + штукатурка 2х сторон                             ; Перегородки газоблок.АР    ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ; 0            ; ОБЪЕКТ ; Передний план                                                    ; Полы.АР                    ; Пол     ; 1  ;         19,8 ;      18900,0 ;       ;            0
201   ; Помещение туристического кружка "Романтик"                          ;        43,08 ;      27430,0 ;          0,0 ;       3000,0 ;          0,0 ;              ;              ;          0,0 ; Подвесной потолок "Аrmstrong" ULTIMA+           ; -----                               ; Окраска водоэмульсионными составами    ; -----                               ;              ; ЗОНА   ; 0                                                                ; Зоны.АР                    ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       2600,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         4,20 ; СТЕНА  ; Стена г/б 300 + утеплитель 150 + штукатурка 2х сторон + н/фасад  ; Стены наружные газоблок.АР ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       4875,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;        14,62 ; СТЕНА  ; ГКЛ - перегородка C112 125 мм                                    ; Перегородки ГКЛ.АР         ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       4875,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;        14,62 ; СТЕНА  ; Стена ж/б 200 + утеплитель 200 + н/фасад                         ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       5600,0 ;          0,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;         9,96 ; СТЕНА  ; Стена ж/б 200 + утеплитель 200 + н/фасад                         ; Стены.КЖ                   ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
0     ; 0                                                                   ; 0            ; 0            ; 0            ; 0            ; 0            ;       8700,0 ;       1300,0 ; 0            ; 0                                               ; 0                                   ; 0                                      ; 0                                   ;        23,37 ; СТЕНА  ; ГКЛ - перегородка C112 125 мм                                    ; Перегородки ГКЛ.АР         ; 0       ; 0  ; 0            ; 0            ; 0     ; 0           
